QALD id,match status,QALD question,QueGG question,comment,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
68,0.787878787878788,¿Quién es el alcalde de Tel Aviv?,"""¿Cuáles son alcaldes de Tel Aviv?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Tel_Aviv dbo:leaderName ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Tel_Aviv> <http://dbpedia.org/ontology/leaderName>  ?o .    

}",1,0,0,1,1,1
69,0,Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        ?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}",,0,1,86,0,0,0
70,0.864864864864865,¿Quién creó Batman?,"""¿Qué crear Batman?""",,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator>  ?o .    

}",2,0,0,1,1,1
71,0.756756756756757,¿Quién interpreto a Gus Fring en Breaking Bad?,"""¿Quién interpreto Gus Fring?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer>  ?o .    

}",1,0,0,1,1,1
72,0,¿En qué lenguaje de programación esta programado GIMP?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:GIMP dbo:programmingLanguage ?uri .
}",,0,1,2,0,0,0
73,0,En que imperio antiguo pagaría con granos de cacao?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . },,0,1,1,0,0,0
74,0.821428571428571,¿Quién es el editor de Forbes?,"""¿Cuál es editor de Forbes?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Forbes> <http://dbpedia.org/ontology/editor>  ?o .    

}",1,0,0,1,1,1
75,0.753246753246753,¿Cuánta gente vive en la capital de Australia?,"""¿Cuál era capital de Australia?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}","select  ?o    

{

    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/capital>  ?o .    

}",0,1,1,0,0,0
76,0.96969696969697,¿Qué surfistas profesionales nacieron en Australia?,"""¿Qué surfistas profesionales nacer en Australia?""",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Australia> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    

}",14,0,0,1,1,1
77,0,¿Qué compañías de electrónica fueron fundadas en Pekín?,,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . },,0,1,28,0,0,0
78,0.795698924731183,Dame todos los videojuegos de Mean Hamster Software.,"""Dame todos videojuegos de Sirius Software""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
      ?uri rdf:type dbo:VideoGame .
      ?uri dbo:publisher res:Mean_Hamster_Software . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/Sirius_Software> .    

}",0,8,2,0,0,0
79,0,¿Cuántas tiendas Aldi hay?,,,SELECT DISTINCT ?number WHERE {  <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/numberOfLocations> ?number . } ,,0,1,1,0,0,0
80,0.949152542372881,¿Cuál es la capital de Camerún?,"""¿Cuál es capital de Camerún?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital> ?uri. } ,"select  ?o    

{

    <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital>  ?o .    

}",1,0,0,1,1,1
81,0,¿Hay algún videojuego que se llame Battle Chess?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
	?uri rdf:type dbo:VideoGame .
        ?uri rdfs:label 'Battle Chess'@en .
}",,0,1,1,0,0,0
82,0,¿La mujer del presidente Lincoln se llama Mary?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Mary')) 
}",,0,1,1,0,0,0
83,0.803418803418803,Dame todas las películas que haya dirigido Francis Ford Coppola.,"""Dame todos pel�cula dirigido por Francis Ford Coppola""",,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Francis_Ford_Coppola> . } ,"select  ?s    

{

   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Francis_Ford_Coppola> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    

}",30,0,0,1,1,1
84,0,¿Cuál es la película de Tim Burton con el mayor presupuesto?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:director res:Tim_Burton .
        ?uri dbo:budget ?b .
}
ORDER BY ?b
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
85,0,¿Tiene Breaking Bad más episodios que Game of Thrones?,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Breaking_Bad dbo:numberOfEpisodes ?x . 
        res:Game_of_Thrones dbo:numberOfEpisodes ?y . 
        FILTER (?y > ?x) 
}",,0,1,1,0,0,0
86,0,¿Quien se llamaba Rodzilla?,,,"PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri dbp:nickname ""Rodzilla""@en .
}",,0,1,1,0,0,0
87,0,¿Nació Natalie Portman en los estados unidos de américa?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE { 
	res:Natalie_Portman dbo:birthPlace ?city .
      	?city dbo:country res:United_States .
}",,0,1,1,0,0,0
88,0.931506849315068,Dame todos los nietos de Elvis Presley.,"""Dame todos nietos de Elvis Presley""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?child . ?child <http://dbpedia.org/ontology/child> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/parent>  ?o .    

}",0,1,1,0,0,0
89,0,¿Que peliculas protagonizadas por Mickey Rourke han sido dirigidas por Guy Ritchie?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Mickey_Rourke> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Guy_Ritchie> . } ,,0,1,9,0,0,0
90,0.78125,¿Cuando murió el creador de Drácula?,"""¿Cuándo muri� Conde Drácula?""",,SELECT DISTINCT ?date WHERE {  <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x .  ?x <http://dbpedia.org/ontology/deathDate> ?date . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/deathDate>  ?o .    

}",0,1,1,0,0,0
91,0,¿De qué país viene el creador de Nijntje?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Miffy dbo:creator ?x .
	?x dbo:nationality ?uri .
}",,0,1,1,0,0,0
92,0.96,¿Cuál es el verdadero nombre de Batman?,"""¿Cuál es verdadero nombre de Batman?""",,SELECT DISTINCT ?s WHERE { <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo> ?s . },"select  ?o    

{

    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo>  ?o .    

}",1,0,0,1,1,1
93,1,¿Qué forma de gobierno tiene Rusia?,"""¿Qué forma de gobierno tiene Rusia?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType>  ?o .    

}",1,0,0,1,1,1
94,0,¿Cuantas compañías han sido fundadas por el fundador de Facebook?,,,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri .  ?uri <http://dbpedia.org/ontology/foundedBy> ?uri . } ,,0,1,1,0,0,0
95,0,Dame todos las empresas canadienses productoras de música Grunge.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:RecordLabel .
        ?uri dbo:genre res:Grunge .
        ?uri dbo:country res:Canada .
}",,0,1,1,0,0,0
96,0.805194805194805,¿Cuántos hijos tuvo Benjamin Franklin?,"""¿Cuáles son hijos de Benjamin Franklin?""",,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child>  ?o .    

}",0,3,1,0,0,0
97,0.911111111111111,Dame una lista de los hijos de Margaret Thatcher.,"""Dame una lista hijos de Margaret Thatcher""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Margaret_Thatcher dbo:child ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child>  ?o .    

}",2,0,0,1,1,1
98,0.863636363636364,¿De que región es el vino Melon de Bourgogne?,"""De que feminine es vino Melon de Bourgogne?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        res:Melon_de_Bourgogne dbo:wineRegion ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Melon_de_Bourgogne> <http://dbpedia.org/ontology/wineRegion>  ?o .    

}",4,0,0,1,1,1
99,0.805194805194805,¿Cuál es el hijo mas mayor de Meryl Streep?,"""¿Cuáles son hijas de Meryl Streep?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Meryl_Streep dbo:child ?uri . 
        ?uri dbo:birthDate ?d .
}
ORDER BY ASC(?d)
OFFSET 0 LIMIT 1","select  ?o    

{

    <http://dbpedia.org/resource/Meryl_Streep> <http://dbpedia.org/ontology/child>  ?o .    

}",1,2,0,0.33333334,1,0.5
100,0,¿Son las ranas verdes un tipo de anfibio?,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Hylidae dbo:class res:Amphibian . 
}",,0,1,1,0,0,0
101,0,¿Actúa Christian Bale en Velvet Goldmine?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE {
        res:Velvet_Goldmine dbo:starring res:Christian_Bale .
}",,0,1,1,0,0,0
102,0.813559322033898,Dame todos los juegos de GMT.,"""Dame todos juegos de GMT Games""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {	
        ?uri dbo:publisher res:GMT_Games .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/GMT_Games> .    

}",7,0,0,1,1,1
103,0,¿Desemboca el Isar en un lago?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        ?x dbo:inflow res:Isar .
        ?x rdf:type dbo:Lake . 
}",,0,1,1,0,0,0
104,0.835443037974684,¿Qué aeropuertos sirve Yeti Airlines?,"""¿En qué aeropuertos atender Yeti Airlines?""",,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport>  ?o .    

}",0,1,3,0,0,0
105,0,¿Qué empresa de la India tiene el mayor número de empleados?,,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/India> . ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,,0,1,1,0,0,0
106,0.784313725490196,¿Qué color expresa lealtad?,"""¿Qué color expres� Bird?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/connotation> <http://dbpedia.org/resource/Loyalty> . },"select  ?s    

{

   ?s <http://dbpedia.org/ontology/connotation>  <'Bird'@en> .    

}",0,1,1,0,0,0
107,0,¿Que ciudad tiene la mayor población?,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
         ?uri rdf:type dbo:City . 
         ?uri dbo:populationTotal ?pop . 
}
ORDER BY DESC(?pop)
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
108,0.883720930232558,¿Quién creó Wikipedia?,"""¿Qué crear Wikipedia?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Wikipedia dbo:author ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Wikipedia> <http://dbpedia.org/ontology/author>  ?o .    

}",2,0,0,1,1,1
109,0.704225352112676,¿Es Rita Wilson la esposa de Tom Hanks?,"""¿Cuáles son nietos de Tom Hanks?""",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Tom_Hanks dbo:spouse res:Rita_Wilson . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Tom_Hanks> <http://dbpedia.org/ontology/parent>  ?o .    

}",0,1,1,0,0,0
110,0,¿La mujer del presidente Obama se llama Michelle?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Barack_Obama dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Michelle')) 
}",,0,1,1,0,0,0
111,0.707317073170732,¿Cuántos grupos étnicos viven en Eslovenia?,"""¿Cuántas   Personas viven en Florencia?""",,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Florence> <http://dbpedia.org/ontology/populationTotal>  ?o .    

}",0,1,1,0,0,0
112,0.736842105263158,¿Quién es el presidente de Eritrea?,"""¿Quién es muri� Presidente de Montenegro?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?uri . <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leaderTitle> 'President'@en . }  ,"select  ?o    

{

    <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/deathCause>  ?o .    

}",0,1,1,0,0,0
113,0.935064935064935,¿Qué películas dirigio Stanley Kubrick?,"""¿Qué pel�cula dirigi� Stanley Kubrick?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> . },"select  ?s    

{

   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Stanley_Kubrick> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    

}",16,0,0,1,1,1
114,0.857142857142857,¿Cuando se completo el Titanic?,"""¿Cuándo se complet� RMS Titanic?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
        res:RMS_Titanic dbo:completionDate ?date . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Titanic> <http://dbpedia.org/ontology/completionDate>  ?o .    

}",0,1,1,0,0,0
115,0,¿Cuántas páginas tiene Guerra y Paz?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
        res:War_and_Peace dbo:numberOfPages ?n .
}",,0,1,1,0,0,0
116,0,¿Quién es el jugador más jóven de la Premier League?,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:team ?x . 
        ?x dbo:league res:Premier_League . 
        ?uri dbo:birthDate ?y . 
} 
ORDER BY DESC(?y) 
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
117,0.868421052631579,¿Cuál es la montaña mas alta en Italia?,"""¿Cuál es monta�as m�s alta in Italia?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Italy .
        ?uri dbo:elevation ?num .
}
ORDER BY DESC(?num)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mountain> . ?subjOfProp <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Italy> . ?subjOfProp <http://dbpedia.org/ontology/elevation> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
118,0.941176470588235,¿Cómo de alta es Claudia Schiffer?,"""¿Cómo in alta es Claudia Schiffer?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?height 
WHERE {       
        res:Claudia_Schiffer dbo:height ?height .      
}","select  ?o    

{

    <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/height>  ?o .    

}",1,0,0,1,1,1
119,0.844444444444444,¿Quién fué el vicepresidente de John F. Kennedy?,"""¿Qué vicepresidente tiene John F. Kennedy?""",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { res:John_F._Kennedy dbo:vicePresident ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/vicePresident>  ?o .    

}",1,0,0,1,1,1
120,0,¿Qué subsidiario de Lufthansa vuela en Dortmund y en Berlin?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {
        res:Lufthansa dbo:subsidiary ?uri .
        ?uri dbo:targetAirport res:Dortmund_Airport .
        ?uri dbo:targetAirport res:Berlin_Tegel_Airport .
}",,0,1,22,0,0,0
121,0.81578947368421,¿Quién fué el sucesor de John F. Kennedy?,"""¿Qué sucesor tiene John F. Kennedy?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:John_F._Kennedy dbo:successor ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/successor>  ?o .    

}",3,0,0,1,1,1
122,0.813186813186813,¿Quién compuso la banda sonora del Titanic de Cameron?,"""¿Qué compuso la banda sonora Titanic?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer>  ?o .    

}",1,0,0,1,1,1
123,0.76056338028169,¿Qué películas ha rodado Kurosawa?,"""¿Qué pel�cula actuado Akira Kurosawa?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Film .
        ?uri dbo:director res:Akira_Kurosawa .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/starring>  <http://dbpedia.org/resource/Akira_Kurosawa> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    

}",0,1,32,0,0,0
124,0,¿Qué discográfica grabó el primer album de Elvis?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?x rdf:type dbo:Album .
        ?x dbo:artist res:Elvis_Presley .
        ?x dbo:releaseDate ?y .
        ?x dbo:recordLabel ?uri .
}
ORDER BY ASC(?y) 
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
125,1,¿En qué zona horaria esta Roma?,"""¿En qué zona horaria esta Roma?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rome> <http://dbpedia.org/ontology/timeZone> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Rome> <http://dbpedia.org/property/timezone>  ?o .    

}",0,1,1,0,0,0
126,0.905660377358491,¿Cual es la moneda de China?,"""¿Cuál es moneda de China?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {  
   res:China dbo:currency ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/China> <http://dbpedia.org/ontology/currency>  ?o .    

}",1,0,0,1,1,1
127,0.867469879518072,¿Quiénes son los desarrolladores de DBpedia?,"""¿Cuáles son desarrolladores de DBpedia?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer>  ?o .    

}",3,0,0,1,1,1
128,0.774774774774775,¿Tiene el lugar de nacimiento de Abraham Lincol una página web?,"""¿Cuál es lugar de nacimiento de Abraham Lincoln?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:deathPlace ?p .
        ?p dbo:website ?w . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Abraham_Lincoln> <http://dbpedia.org/ontology/birthPlace>  ?o .    

}",0,1,1,0,0,0
129,0.814814814814815,¿Quién es el rey de los Países Bajos?,"""¿Qué pa�ses habl� Reino de los Países Bajos?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Netherlands> <http://dbpedia.org/ontology/leader> ?uri . ?uri a <http://dbpedia.org/ontology/Royalty> . } ,"select  ?s    

{

   ?s <http://dbpedia.org/ontology/language>  <http://dbpedia.org/resource/Netherlands> .    

}",0,87,2,0,0,0
130,0.816901408450704,¿En que ciudad murió Nikos Kazantzakis?,"""¿De qué muri� Nikos Kazantzakis?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathPlace> ?uri . ?uri a <http://dbpedia.org/ontology/Town> . },"select  ?o    

{

    <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathCause>  ?o .    

}",0,1,3,0,0,0
131,0,¿Quién fue el padre de la reina Isabel II?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri
WHERE { 
        res:Elizabeth_II dbp:father ?uri .
}",,0,1,1,0,0,0
132,0,Dame una lista de todas las aves en peligro de extinción.,,,SELECT DISTINCT ?uri ?p WHERE { ?uri a <http://dbpedia.org/ontology/Bird> . { ?uri <http://dbpedia.org/ontology/conservationStatus> 'CR'^^<http://www.w3.org/2001/XMLSchema#string> . } UNION { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Critically_endangered_animals> . } },,0,1,1,0,0,0
133,0.74468085106383,¿Cuántos habitantes tiene la ciudad más grande de Canadá?,"""¿Cuál es ciudad m�s grande de Canadá?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Canada dbo:largestCity ?city . 
        ?city dbo:populationTotal ?num .
}","select  ?o    

{

    <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/largestCity>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    

}",0,1,1,0,0,0
