"lexicalEntry","numberOfGrammarRules","numberOfQuestions","frameType","numberOfQuestions","numberOfQuestions"
"http://localhost:8080#place-4422","4","15689","NPP","Success","-"
"http://localhost:8080#place-6024","4","15704","NPP","Success","-"
"http://localhost:8080#place-7662","4","15719","NPP","Success","-"
"http://localhost:8080#place_on-1858","4","15734","NPP","Success","-"
"http://localhost:8080#place_on-1859","4","15749","NPP","Success","-"
"http://localhost:8080#place_on-1860","4","15764","NPP","Success","-"
"http://localhost:8080#play-543","4","15783","NPP","Success","-"
"http://localhost:8080#play-7045","4","15952","NPP","Success","-"
"http://localhost:8080#play_by-547","4","15971","NPP","Success","-"
"http://localhost:8080#player-45607","4","15986","NPP","Success","-"
"http://localhost:8080#player-568","4","16005","NPP","Success","-"
"http://localhost:8080#player-795","3","16021","NPP","Success","-"
"http://localhost:8080#player-798","3","16037","NPP","Success","-"
"http://localhost:8080#politician-71","4","16180","NPP","Success","-"
"http://localhost:8080#politician-75","4","16195","NPP","Success","-"
"http://localhost:8080#politician-807","4","16210","NPP","Success","-"
"http://localhost:8080#populated_place-2523","4","16289","NPP","Success","-"
"http://localhost:8080#populated_place-2525","4","16304","NPP","Success","-"
"http://localhost:8080#populated_place-7664","4","16319","NPP","Success","-"
"http://localhost:8080#populated_place-7666","4","16334","NPP","Success","-"
"http://localhost:8080#population-6021","4","16349","NPP","Success","-"
"http://localhost:8080#population-6026","4","16364","NPP","Success","-"
"http://localhost:8080#population-6028","4","16379","NPP","Success","-"
"http://localhost:8080#population-6030","4","16394","NPP","Success","-"
"http://localhost:8080#professional_basketball-573","4","16500","NPP","Success","-"
"http://localhost:8080#professional_basketball_player-574","4","16519","NPP","Success","-"
"http://localhost:8080#professional_wrestler-3348","4","16534","NPP","Success","-"
"http://localhost:8080#professional_wrestling-4432","4","16583","NPP","Success","-"
"http://localhost:8080#programming-3835","4","16617","NPP","Success","-"
"http://localhost:8080#programming_language-3836","4","16651","NPP","Success","-"
"http://localhost:8080#provincial_park-1634","4","16655","NPP","Failed","binding list is empty"
"http://localhost:8080#provincial_park-1646","4","16659","NPP","Failed","binding list is empty"
"http://localhost:8080#provincial_park_in-1653","4","16667","NPP","Failed","binding list is empty"
"http://localhost:8080#publishing-3038","4","16686","NPP","Success","-"
"http://localhost:8080#race-40838","4","16705","NPP","Success","-"
"http://localhost:8080#race-40843","4","16724","NPP","Success","-"
"http://localhost:8080#race-4428","4","16773","NPP","Success","-"
"http://localhost:8080#race-4436","4","16822","NPP","Success","-"
"http://localhost:8080#radio-1282","4","16931","NPP","Success","-"
"http://localhost:8080#radio-1287","4","17040","NPP","Success","-"
"http://localhost:8080#radio-6140","4","17059","NPP","Success","-"
"http://localhost:8080#radio-7329","4","17217","NPP","Success","-"
"http://localhost:8080#radio_station-1283","4","17326","NPP","Success","-"
"http://localhost:8080#radio_station-1288","4","17435","NPP","Success","-"
"http://localhost:8080#railway-6724","4","17454","NPP","Success","-"
"http://localhost:8080#railway-6775","4","17473","NPP","Success","-"
"http://localhost:8080#region-8118","4","17537","NPP","Success","-"
"http://localhost:8080#roller-40840","4","17673","NPP","Success","-"
"http://localhost:8080#roller_coaster-40842","4","17692","NPP","Success","-"
"http://localhost:8080#route-6727","4","17730","NPP","Success","-"
"http://localhost:8080#route-6778","4","17768","NPP","Success","-"
"http://localhost:8080#rower-1644","4","17772","NPP","Failed","binding list is empty"
"http://localhost:8080#runs-6728","4","17791","NPP","Success","-"
"http://localhost:8080#runs-6779","4","17810","NPP","Success","-"
"http://localhost:8080#school-1280","4","17919","NPP","Success","-"
"http://localhost:8080#school-1289","4","18028","NPP","Success","-"
"http://localhost:8080#sea_level-428","4","18152","NPP","Success","-"
"http://localhost:8080#season-7042","4","18321","NPP","Success","-"
"http://localhost:8080#season-7057","4","18490","NPP","Success","-"
"http://localhost:8080#season-7476","4","18539","NPP","Success","-"
"http://localhost:8080#season_of-7043","4","18708","NPP","Success","-"
"http://localhost:8080#season_of-7044","4","18877","NPP","Success","-"
"http://localhost:8080#seat-4122","4","18896","NPP","Success","-"
"http://localhost:8080#seat-4126","4","18915","NPP","Success","-"
"http://localhost:8080#serial-1879","4","18930","NPP","Success","-"
"http://localhost:8080#serial_killer-1878","4","18945","NPP","Success","-"
"http://localhost:8080#series-1531","4","18960","NPP","Success","-"
"http://localhost:8080#series-4924","4","18979","NPP","Success","-"
"http://localhost:8080#series-6356","4","19088","NPP","Success","-"
"http://localhost:8080#series-7058","4","19257","NPP","Success","-"
"http://localhost:8080#series-7330","4","19396","NPP","Success","-"
"http://localhost:8080#series-8135","4","19445","NPP","Success","-"
"http://localhost:8080#services-6220","4","19449","NPP","Failed","binding list is empty"
"http://localhost:8080#short_story-550","4","19468","NPP","Success","-"
"http://localhost:8080#short_story_by-552","4","19487","NPP","Success","-"
"http://localhost:8080#show-1535","4","19502","NPP","Success","-"
"http://localhost:8080#show-6144","4","19521","NPP","Success","-"
"http://localhost:8080#show-6146","4","19540","NPP","Success","-"
"http://localhost:8080#skater-1642","4","19544","NPP","Failed","binding list is empty"
"http://localhost:8080#skater-1887","4","19559","NPP","Success","-"
"http://localhost:8080#skater-21096","4","19563","NPP","Failed","binding list is empty"
"http://localhost:8080#soap-28526","4","19582","NPP","Success","-"
"http://localhost:8080#soap-51277","4","19616","NPP","Success","-"
"http://localhost:8080#soap-5632","4","19650","NPP","Success","-"
"http://localhost:8080#soap-6054","4","19669","NPP","Success","-"
"http://localhost:8080#soap_opera-28527","4","19688","NPP","Success","-"
"http://localhost:8080#soap_opera-51279","4","19722","NPP","Success","-"
"http://localhost:8080#soap_opera-5633","4","19756","NPP","Success","-"
"http://localhost:8080#soap_opera-6056","4","19775","NPP","Success","-"
"http://localhost:8080#soccer-45596","4","19790","NPP","Success","-"
"http://localhost:8080#soccer-45613","4","19805","NPP","Success","-"
"http://localhost:8080#soccer_team-45601","4","19820","NPP","Success","-"
"http://localhost:8080#soccer_team-45611","4","19835","NPP","Success","-"
"http://localhost:8080#song-11406","4","19854","NPP","Success","-"
"http://localhost:8080#song-11407","4","19873","NPP","Success","-"
"http://localhost:8080#song-11408","4","19892","NPP","Success","-"
"http://localhost:8080#song-11411","4","19911","NPP","Success","-"
"http://localhost:8080#song-11412","4","19930","NPP","Success","-"
"http://localhost:8080#song-11421","4","19968","NPP","Success","-"
"http://localhost:8080#song-11423","4","19987","NPP","Success","-"
"http://localhost:8080#song-11425","4","20006","NPP","Success","-"
"http://localhost:8080#song-11426","4","20025","NPP","Success","-"
"http://localhost:8080#song-1545","4","20044","NPP","Success","-"
"http://localhost:8080#song-4105","4","20052","NPP","Failed","binding list is empty"
"http://localhost:8080#song-8128","4","20101","NPP","Success","-"
"http://localhost:8080#song_by-11410","4","20120","NPP","Success","-"
"http://localhost:8080#song_by_American-11415","4","20139","NPP","Success","-"
"http://localhost:8080#speed-1888","4","20154","NPP","Success","-"
"http://localhost:8080#sq_mi-2606","4","20158","NPP","Failed","binding list is empty"
"http://localhost:8080#squash-796","3","20174","NPP","Success","-"
"http://localhost:8080#squash_player-797","3","20190","NPP","Success","-"
"http://localhost:8080#state-1039","4","20239","NPP","Success","-"
"http://localhost:8080#state-6719","4","20258","NPP","Success","-"
"http://localhost:8080#state-6770","4","20296","NPP","Success","-"
"http://localhost:8080#state_highway-6723","4","20334","NPP","Success","-"
"http://localhost:8080#state_highway-6774","4","20353","NPP","Success","-"
"http://localhost:8080#station-1281","4","20485","NPP","Success","-"
"http://localhost:8080#station-1286","4","20594","NPP","Success","-"
"http://localhost:8080#station-4423","4","20643","NPP","Success","-"
"http://localhost:8080#story-546","4","20662","NPP","Success","-"
"http://localhost:8080#story_by-551","4","20681","NPP","Success","-"
"http://localhost:8080#story_by_Henry-5232","4","20696","NPP","Success","-"
"http://localhost:8080#subject-4715","4","20715","NPP","Success","-"
"http://localhost:8080#subject_of-4714","4","20734","NPP","Success","-"
"http://localhost:8080#subject_of_Russia-4712","4","20753","NPP","Success","-"
"http://localhost:8080#sumo-802","3","20769","NPP","Success","-"
"http://localhost:8080#swimmer-1890","4","20803","NPP","Success","-"
"http://localhost:8080#team-1276","4","20912","NPP","Success","-"
"http://localhost:8080#team-21092","4","20916","NPP","Failed","binding list is empty"
"http://localhost:8080#team-40845","4","20935","NPP","Success","-"
"http://localhost:8080#team-4424","4","20984","NPP","Success","-"
"http://localhost:8080#team-45595","4","20999","NPP","Success","-"
"http://localhost:8080#teams-45592","4","21014","NPP","Success","-"
"http://localhost:8080#teams-45602","4","21029","NPP","Success","-"
"http://localhost:8080#television-1532","4","21044","NPP","Success","-"
"http://localhost:8080#television-4930","4","21063","NPP","Success","-"
"http://localhost:8080#television-7331","4","21202","NPP","Success","-"
"http://localhost:8080#television_series-1534","4","21217","NPP","Success","-"
"http://localhost:8080#tennis-4435","4","21266","NPP","Success","-"
"http://localhost:8080#tennis-938","4","21281","NPP","Success","-"
"http://localhost:8080#tennis_tournament-936","4","21296","NPP","Success","-"
"http://localhost:8080#theater-393","4","21522","NPP","Success","-"
"http://localhost:8080#theatre-399","4","21560","NPP","Success","-"
"http://localhost:8080#total_area-2154","4","21575","NPP","Success","-"
"http://localhost:8080#tournament-4438","4","21624","NPP","Success","-"
"http://localhost:8080#tournament-935","4","21639","NPP","Success","-"
"http://localhost:8080#town-2158","4","21654","NPP","Success","-"
"http://localhost:8080#town_located-2153","4","21669","NPP","Success","-"
"http://localhost:8080#variety-8111","4","22023","NPP","Success","-"
"http://localhost:8080#video-2040","4","22042","NPP","Success","-"
"http://localhost:8080#video_game-2041","4","22061","NPP","Success","-"
"http://localhost:8080#village-1649","4","22065","NPP","Failed","binding list is empty"
"http://localhost:8080#voice-814","4","22080","NPP","Success","-"
"http://localhost:8080#volleyball-3050","4","22095","NPP","Success","-"
"http://localhost:8080#volleyball-3349","4","22125","NPP","Success","-"
"http://localhost:8080#wife-7293","4","22148","NPP","Failed","binding list is empty"
"http://localhost:8080#wine-8110","4","22212","NPP","Success","-"
"http://localhost:8080#wine_grape-8112","4","22276","NPP","Success","-"
"http://localhost:8080#wines-8117","4","22340","NPP","Success","-"
"http://localhost:8080#wrestler-21095","4","22420","NPP","Failed","binding list is empty"
"http://localhost:8080#wrestler-3347","4","22435","NPP","Success","-"
"http://localhost:8080#wrestler-801","3","22451","NPP","Success","-"
