"id","question","sparql","answer"
"170","Is Rita Wilson the wife of Tom Hanks?"," PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Tom_Hanks dbo:spouse res:Rita_Wilson . } ","[true]"
"171","When was the Statue of Liberty built?"," PREFIX dbp: <http://dbpedia.org/property/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { res:Statue_of_Liberty dbp:beginingDate ?date . } ","[]"
"172","In which U.S. state is Fort Knox located?"," PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Fort_Knox dbp:location ?uri . ?uri dbo:country res:United_States . } ","[]"
"173","How many children did Benjamin Franklin have?"," PREFIX res: <http://dbpedia.org/resource/> PREFIX dbo: <http://dbpedia.org/ontology/> SELECT COUNT(DISTINCT ?uri) WHERE { res:Benjamin_Franklin dbo:child ?uri . } ","[]"
"174","When did Michael Jackson die?"," PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { res:Michael_Jackson dbo:deathDate ?date . } ","[(""2009-06-25""^^xsd:date )]"
"175","Which Chess players died in the same place they were born in?"," PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:ChessPlayer . ?uri dbo:birthPlace ?x . ?uri dbo:deathPlace ?y . FILTER (?x = ?y) . } ","[(http://dbpedia.org/resource/Aleksander_Arulaid ), (http://dbpedia.org/resource/Albéric_O'Kelly_de_Galway ), (http://dbpedia.org/resource/Alexander_Tolush ), (http://dbpedia.org/resource/Antonia_Ivanova ), (http://dbpedia.org/resource/Arvid_Kubbel ), (http://dbpedia.org/resource/Carlos_Torre_Repetto ), (http://dbpedia.org/resource/Dawid_Przepiórka ), (http://dbpedia.org/resource/Edgard_Colle ), (http://dbpedia.org/resource/Edward_Freeborough ), (http://dbpedia.org/resource/Francis_Joseph_Lee ), (http://dbpedia.org/resource/Frederick_Yates ), (http://dbpedia.org/resource/Gavriil_Veresov ), (http://dbpedia.org/resource/Gilles_Andruet ), (http://dbpedia.org/resource/Giorgio_Porreca ), (http://dbpedia.org/resource/Howard_Staunton ), (http://dbpedia.org/resource/Hugh_Alexander_Kennedy ), (http://dbpedia.org/resource/Helmuth_Luik ), (http://dbpedia.org/resource/Igor_Kurnosov ), (http://dbpedia.org/resource/Hugh_Blandford ), (http://dbpedia.org/resource/Isaac_Lipnitsky ), (http://dbpedia.org/resource/James_Grundy_(chess_player) ), (http://dbpedia.org/resource/Jānis_Klovāns ), (http://dbpedia.org/resource/Kalju_Pitksaar ), (http://dbpedia.org/resource/Liu_Wenzhe ), (http://dbpedia.org/resource/Lothar_Schmid ), (http://dbpedia.org/resource/Kārlis_Klāsups ), (http://dbpedia.org/resource/Louis_Eichborn ), (http://dbpedia.org/resource/Max_Lange ), (http://dbpedia.org/resource/Mikhail_Botvinnik ), (http://dbpedia.org/resource/Miroslav_Filip ), (http://dbpedia.org/resource/Max_Euwe ), (http://dbpedia.org/resource/Maxwell_Fuller ), (http://dbpedia.org/resource/Paul_Morphy ), (http://dbpedia.org/resource/Olga_Rubtsova ), (http://dbpedia.org/resource/Olga_Semenova_Tyan-Shanskaya ), (http://dbpedia.org/resource/Reginald_Bonham ), (http://dbpedia.org/resource/Raul_Renter ), (http://dbpedia.org/resource/Olga_Ignatieva ), (http://dbpedia.org/resource/Szymon_Winawer ), (http://dbpedia.org/resource/Svetozar_Gligorić ), (http://dbpedia.org/resource/Tassilo_von_Heydebrand_und_der_Lasa ), (http://dbpedia.org/resource/Soňa_Pertlová ), (http://dbpedia.org/resource/Valter_Heuer ), (http://dbpedia.org/resource/Vitaly_Chekhover ), (http://dbpedia.org/resource/Trotzky_Augusto_Yepez_Obando ), (http://dbpedia.org/resource/Viacheslav_Ragozin ), (http://dbpedia.org/resource/Vladimir_Alatortsev ), (http://dbpedia.org/resource/Tigran_Petrosian ), (http://dbpedia.org/resource/Vasily_Smyslov ), (http://dbpedia.org/resource/William_H._K._Pollock ), (http://dbpedia.org/resource/William_Winter_(chess_player) ), (http://dbpedia.org/resource/Yakov_Estrin ), (http://dbpedia.org/resource/Jüri_Randviir )]"
"176","List the children of Margaret Thatcher."," PREFIX res: <http://dbpedia.org/resource/> PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { res:Margaret_Thatcher dbo:child ?uri . } ","[(http://dbpedia.org/resource/Carol_Thatcher ), (http://dbpedia.org/resource/Mark_Thatcher )]"
"177","Who was called Frank The Tank?"," PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { ?uri dbp:nickname 'Frank The Tank'@en . }","[(http://dbpedia.org/resource/Frank_Young_(basketball) )]"
"178","Was Margaret Thatcher a chemist?"," PREFIX res: <http://dbpedia.org/resource/> PREFIX dbo: <http://dbpedia.org/ontology/> ASK WHERE { res:Margaret_Thatcher dbo:profession res:Chemist . } ","[true]"
"179","Was Marc Chagall a jew?","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE { res:Marc_Chagal dbp:ethnicity 'Jewish'@en .}","[true]"
"18","Which museum exhibits The Scream by Munch?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:The_Scream dbo:museum ?uri .}","[]"
"180","Give me all books by William Goldman with more than 300 pages.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book . ?uri dbo:author res:William_Goldman . ?uri dbo:numberOfPages ?x . FILTER (?x > 30)}","[(http://dbpedia.org/resource/The_Color_of_Light ), (http://dbpedia.org/resource/Boys_and_Girls_Together ), (http://dbpedia.org/resource/Which_Lie_Did_I_Tell%3F ), (http://dbpedia.org/resource/Heat_(Goldman_novel) ), (http://dbpedia.org/resource/The_Silent_Gondoliers ), (http://dbpedia.org/resource/Magic_(novel) ), (http://dbpedia.org/resource/Wait_Till_Next_Year ), (http://dbpedia.org/resource/Tinsel_(novel) ), (http://dbpedia.org/resource/The_Temple_of_Gold ), (http://dbpedia.org/resource/Control_(novel) ), (http://dbpedia.org/resource/Marathon_Man_(novel) ), (http://dbpedia.org/resource/Hype_and_Glory ), (http://dbpedia.org/resource/The_Princess_Bride ), (http://dbpedia.org/resource/Brothers_(Goldman_novel) ), (http://dbpedia.org/resource/Father's_Day_(novel) )]"
"181","Which books by Kerouac were published by Viking Press?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book . ?uri dbo:publisher res:Viking_Pres . ?uri dbo:author res:Jack_Kerouac .}","[]"
"182","Give me a list of all American inventions.","PREFIX yago: <http://dbpedia.org/clas/yago/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:AmericanInventions .}","[]"
"183","How high is the Mount Everest?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?num WHERE { res:Mount_Everest dbo:elevation ?num.}","[(""8848.0""^^xsd:double )]"
"184","Who created the comic Captain America?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Captain_America dbo:creator ?uri .}","[(http://dbpedia.org/resource/Jack_Kirby ), (http://dbpedia.org/resource/Joe_Simon )]"
"185","How many people live in the capital of Australia?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?num WHERE { res:Australia dbo:capital ?x . ?x dbo:populationTotal ?num .}","[(""381488""^^xsd:nonNegativeInteger )]"
"186","What is the largest city in Australia?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Australia dbo:largestCity ?uri .}","[(http://dbpedia.org/resource/Sydney )]"
"187","Who composed the music for Harold and Maude?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uri WHERE { res:Harold_and_Maude dbo:musicComposer ?uri .}","[(http://dbpedia.org/resource/Cat_Stevens )]"
"188","Which films starring Clint Eastwood did he direct himself?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { ?uri dbo:director res:Clint_Eastwood . ?uri dbo:starring res:Clint_Eastwood .}","[(http://dbpedia.org/resource/Hereafter_(film) ), (http://dbpedia.org/resource/The_Gauntlet_(film) ), (http://dbpedia.org/resource/Flags_of_Our_Fathers_(film) ), (http://dbpedia.org/resource/The_Outlaw_Josey_Wales ), (http://dbpedia.org/resource/White_Hunter_Black_Heart ), (http://dbpedia.org/resource/Invictus_(film) ), (http://dbpedia.org/resource/The_Blues_(film) ), (http://dbpedia.org/resource/The_Rookie_(1990_film) ), (http://dbpedia.org/resource/Mystic_River_(film) ), (http://dbpedia.org/resource/Letters_from_Iwo_Jima ), (http://dbpedia.org/resource/American_Sniper_(film) ), (http://dbpedia.org/resource/High_Plains_Drifter ), (http://dbpedia.org/resource/Piano_Blues_(film) ), (http://dbpedia.org/resource/J._Edgar ), (http://dbpedia.org/resource/Breezy ), (http://dbpedia.org/resource/Pale_Rider ), (http://dbpedia.org/resource/A_Perfect_World ), (http://dbpedia.org/resource/Heartbreak_Ridge ), (http://dbpedia.org/resource/True_Crime_(1999_film) ), (http://dbpedia.org/resource/Absolute_Power_(film) ), (http://dbpedia.org/resource/The_Eiger_Sanction_(film) ), (http://dbpedia.org/resource/Midnight_in_the_Garden_of_Good_and_Evil_(film) ), (http://dbpedia.org/resource/Sudden_Impact ), (http://dbpedia.org/resource/Space_Cowboys ), (http://dbpedia.org/resource/Bird_(film) ), (http://dbpedia.org/resource/The_Bridges_of_Madison_County_(film) ), (http://dbpedia.org/resource/Honkytonk_Man ), (http://dbpedia.org/resource/Jersey_Boys_(film) ), (http://dbpedia.org/resource/Million_Dollar_Baby ), (http://dbpedia.org/resource/Bronco_Billy ), (http://dbpedia.org/resource/Blood_Work_(film) ), (http://dbpedia.org/resource/Gran_Torino ), (http://dbpedia.org/resource/Tightrope_(film) ), (http://dbpedia.org/resource/Changeling_(film) ), (http://dbpedia.org/resource/Play_Misty_for_Me ), (http://dbpedia.org/resource/Unforgiven ), (http://dbpedia.org/resource/Firefox_(film) )]"
"189","In which city was the former Dutch queen Juliana buried?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { res:Juliana_of_the_Netherlands dbo:restingPlace ?uri. ?uri rdf:type dbo:Settlement .}","[(http://dbpedia.org/resource/Delft ), (http://dbpedia.org/resource/Netherlands ), (http://dbpedia.org/resource/Nieuwe_Kerk_(Delft) )]"
"19","Is Egypts largest city also its capital?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>ASK WHERE { res:Egypt dbo:largestCity ?large . res:Egypt dbo:capital ?capital . FILTER (?large = ?capital)}","[true]"
"190","Where is the residence of the prime minister of Spain?","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Prime_Minister_of_Spain dbp:residence ?uri .}","[(http://dbpedia.org/resource/Palace_of_Moncloa )]"
"191","Which U.S. state has the abbreviation MN?","PREFIX dbp: <http://dbpedia.org/property/>PREFIX yago: <http://dbpedia.org/clas/yago/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:StatesOfTheUnitedStates . ?uri dbp:postalabreviation 'MN'@en .}","[]"
"192","Show me all songs from Bruce Springsteen released between 1980 and 1990.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>PREFIX xsd: <http://w.w3.org/201/XMLSchema#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Song . ?uri dbo:artist res:Bruce_Springsteen . ?uri dbo:releaseDate ?date . FILTER (?date >= '1980-01-01'^xsd:date & ?date <= '190-12-31'^xsd:date)}","[]"
"193","Which movies did Kurosawa direct?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Film . ?uri dbo:director res:Akira_Kurosawa .}","[]"
"194","What is the founding year of the brewery that produces Pilsner Urquell?","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?num WHERE { res:Pilsner_Urquel dbp:brewery ?uri . ?uri dbp:foundation ?num .}","[]"
"195","Who wrote the lyrics for the Polish national anthem?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Poland dbo:anthem ?x . ?x dbp:author ?uri .}","[(http://dbpedia.org/resource/Józef_Wybicki )]"
"196","Give me all B-sides of the Ramones.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?string WHERE { ?x dbo:musicalArtist res:Ramones . ?x dbo:bSide ?string . }","[(""\""Daytime Dilemma (Dangers of Love)\"""" ), (""\""Go Home Ann\"" (12\"" only)"" ), (""\""She's the One\"""" ), (""Censorshit"" ), (""\""Babysitter\"""" ), (""\""No-One Could Ever Love You More\"" (Norway)"" ), (""\""Saturday Night Out\"""" ), (""\""Do You Wanna Dance?\"""" ), (""\""I Don't Care\"""" )]"
"197","Who painted The Storm on the Sea of Galilee?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:The_Storm_on_the_Sea_of_Galile dbo:author ?uri .}","[]"
"198","Which country does the creator of Miffy come from?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Miffy dbo:creator ?x . ?x dbo:nationality ?uri .}","[(http://dbpedia.org/resource/Netherlands )]"
"199","For which label did Elvis record his first album?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?x rdf:type dbo:Album . ?x dbo:artist res:Elvis_Presley . ?x dbo:releaseDate ?y . ?x dbo:recordLabel ?uri .}ORDER BY ASC(?y) OFSET 0 LIMIT 1","[]"
"2","Give me the birthdays of all actors of the television show Charmed.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?date WHERE { res:Charmed dbo:starring ?actor . ?actor dbo:birthDate ?date .}","[(""1980-05-19""^^xsd:date ), (""1971-04-12""^^xsd:date ), (""1973-09-05""^^xsd:date ), (""1971-01-26""^^xsd:date ), (""1973-06-15""^^xsd:date ), (""1973-12-03""^^xsd:date ), (""1969-02-01""^^xsd:date ), (""1969-02-08""^^xsd:date ), (""1972-12-19""^^xsd:date ), (""1965-10-01""^^xsd:date ), (""1985-11-30""^^xsd:date ), (""1968-07-27""^^xsd:date )]"
"20","How many employees does IBM have?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?number WHERE { res:IBM dbo:numberOfEmployees ?number .}","[(""431212""^^xsd:nonNegativeInteger )]"
"21","Which states border Illinois?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/>SELECT DISTINCT ?uri WHERE { res:Illinois dbp:borderingstates ?uri .}","[(http://dbpedia.org/resource/Indiana ), (http://dbpedia.org/resource/Iowa ), (http://dbpedia.org/resource/Kentucky ), (http://dbpedia.org/resource/Missouri ), (http://dbpedia.org/resource/Wisconsin )]"
"22","In which country is the Limerick Lake?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Limerick_Lake dbo:country ?uri .}","[]"
"23","Which television shows were created by John Cleese?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:TelevisionShow . ?uri dbo:creator res:John_Cleese .}","[]"
"24","Which mountain is the highest after the Annapurna?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { res:Annapurna dbo:elevation ?elevation . ?uri rdf:type dbo:Mountain . ?uri dbo:elevation ?otherelevation . FILTER (?otherelevation < ?elevation) .} ORDER BY DESC(?otherelevation) OFSET 0 LIMIT 1","[]"
"25","In which films directed by Garry Marshall was Julia Roberts starring?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Film . ?uri dbo:starring res:Julia_Roberts . ?uri dbo:director res:Garry_Marshall .}","[]"
"26","Which bridges are of the same type as the Manhattan Bridge?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Bridge . ?uri dbp:design ?design . res:Manhattan_Bridge dbp:design ?mdesign . FILTER (?design = ?mdesign & ?uri != res:Manhattan_Bridge) . }","[]"
"27","Was U.S. president Jackson involved in a war?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE { res:Andrew_Jackson dbo:battle ?batle . }","[true]"
"28","Give me all communist countries.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Country . { ?uri dbo:governmentType res:Communism . } UNION { ?uri dbo:governmentType res:Communist_state . }","[]"
"29","Which awards did Douglas Hofstadter win?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uriWHERE { res:Douglas_Hofstadter dbo:award ?uri .}","[]"
"3","Who is the daughter of Robert Kennedy married to?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Robert_F._Kennedy dbo:child ?child . ?child dbo:spouse ?uri .}","[(http://dbpedia.org/resource/Andrew_Cuomo )]"
"30","Which U.S. state has the highest population density?","PREFIX yago: <http://dbpedia.org/clas/yago/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:StatesOfTheUnitedStates . ?uri dbp:densityrank ?rank .} ORDER BY ASC(?rank) OFSET 0 LIMIT 1","[]"
"31","What is the currency of the Czech Republic?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Czech_Republic dbo:currency ?uri .}","[]"
"32","Which countries adopted the Euro?","PREFIX dbp: <http://dbpedia.org/property/>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Country . { ?uri dbo:currency res:Euro . } UNION { ?uri dbp:curencyCode 'EUR'@en . }","[]"
"33","What is the area code of Berlin?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?string WHERE { res:Berlin dbo:areaCode ?string .}","[(""030"" )]"
"34","Which countries have more than two official languages?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Country . ?uri dbo:officialLanguage ?language .} GROUP BY ?uriHAVING (COUNT(?language) > 2)","[]"
"35","Who is the owner of Rolls-Royce?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Rolls-Royce_Motors dbo:owner ?uri .}","[]"
"36","Through which countries does the Yenisei river flow?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uri WHERE { res:Yenisei dbo:country ?uri .}","[]"
"37","When did Latvia join the EU?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/>SELECT DISTINCT ?date WHERE { res:Latvia dbp:acesioneudate ?date . }","[]"
"38","Which monarchs were married to a German?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Monarch . ?uri dbo:spouse ?spouse . { ?spouse dbo:birthPlace res:Germany. } UNION { ?spouse dbo:birthPlace ?p . ?p dbo:country res:Germany. }","[]"
"39","When was the Battle of Gettysburg?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?date WHERE { res:Battle_of_Gettysburg dbo:date ?date .}","[(""1863-07-03""^^xsd:date )]"
"4","Which river does the Brooklyn Bridge cross?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Brooklyn_Bridge dbo:crosses ?uri . }","[]"
"40","What is the highest mountain in Australia?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Mountain . ?uri dbo:locatedInArea res:Australia . ?uri dbo:elevation ?elevation .} ORDER BY DESC(?elevation) OFSET 0 LIMIT 1","[]"
"41","Give me all soccer clubs in Spain.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:SoccerClub . { ?uri dbo:ground res:Spain . } UNION { ?uri dbp:ground ?ground . FILTER (regex(?ground,'Spain') }","[]"
"42","What is the official language of Suriname?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Suriname dbo:officialLanguage ?uri .}","[]"
"43","Who is the mayor of Tel Aviv?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Tel_Aviv dbo:leaderName ?uri .}","[]"
"44","Who designed the Brooklyn Bridge?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uri WHERE { res:Brooklyn_Bridge dbo:architect ?uri .}","[(http://dbpedia.org/resource/John_A._Roebling )]"
"45","Which telecommunications organizations are located in Belgium?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT COUNT(DISTINCT ?uri)WHERE { 	 ?uri rdf:type dbo:Organisation . { ?uri dbo:industry res:Telecommunication . } UNION { ?uri dbp:industry ?industry . FILTER (regex(?industry,'Telecomunications') . } { ?uri dbo:location res:Belgium. } UNION { ?uri dbp:locationCountry 'Belgium'@en . }","[]"
"46","Is Frank Herbert still alive?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE { OPTIONAL { res:Frank_Herbert dbo:deathDate ?date . } FILTER (!BOUND(?date)}","[true]"
"47","What is the highest place of the Urals?","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Ural_Mountains dbp:highest ?uri . }","[]"
"48","Who is the editor of Forbes?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uri WHERE { res:Forbes dbo:editor ?uri .}","[(http://dbpedia.org/resource/Steve_Forbes )]"
"49","Give me all companies in the advertising industry.","PREFIX dbp: <http://dbpedia.org/property/>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT COUNT(DISTINCT ?uri)WHERE { ?uri rdf:type dbo:Company . { ?uri dbo:industry res:Advertising } UNION { ?uri dbo:industry ?industry . FILTER regex(?industry,'advertising','i') . }","[]"
"5","How many countries are there in Europe?","PREFIX yago: <http://dbpedia.org/clas/yago/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT COUNT(DISTINCT ?uri) WHERE { ?uri rdf:type yago:EuropeanCountries .}","[]"
"50","What did Bruce Carver die from?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uriWHERE { res:Bruce_Carver dbo:deathCause ?uri . }","[]"
"51","Give me all libraries established earlier than 1400.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Library . ?uri dbp:established ?year . FILTER (?year < 140)}","[]"
"52","Which presidents were born in 1945?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:President . ?uri dbo:birthDate ?date . FILTER regex(?date, '^1945') .}","[]"
